Sample	Lachnospiraceae	Bacteroidaceae	Ruminococcaceae	Clostridiaceae	Eubacteriaceae	Porphyromonadaceae	Oscillospiraceae	Enterobacteriaceae	Rikenellaceae	Bacillaceae	Peptostreptococcaceae	Paenibacillaceae	Sutterellaceae	Lactobacillaceae	Peptococcaceae	Enterococcaceae	Streptococcaceae	Prevotellaceae	Flavobacteriaceae	Siphoviridae	Peptoniphilaceae	Myoviridae	Marinilabiliaceae	Yersiniaceae	Podoviridae	Burkholderiaceae	Staphylococcaceae	Planococcaceae	Comamonadaceae	Listeriaceae	Carnobacteriaceae	Erwiniaceae	Rhodobacteraceae	Oxalobacteraceae	Moraxellaceae	Alicyclobacillaceae	Alteromonadaceae	Leuconostocaceae	Micrococcaceae	Bradyrhizobiaceae	Methylocystaceae	Pectobacteriaceae	Synechococcaceae	Rhizobiaceae	Pseudomonadaceae	Morganellaceae	Syntrophomonadaceae	Alcaligenaceae	Aerococcaceae	Sporolactobacillaceae	Mycobacteriaceae	Microbacteriaceae	Thermoactinomycetaceae	Cyanothecaceae	Shewanellaceae	Corynebacteriaceae	Cryomorphaceae	Phyllobacteriaceae	Stigonemataceae	Pseudoalteromonadaceae	Nocardiaceae	Hyphomonadaceae	Methylobacteriaceae	Hyphomicrobiaceae	Cellvibrionaceae	Bartonellaceae	Streptomycetaceae	Debaryomycetaceae	Rhodobiaceae	Xanthobacteraceae	Cellulomonadaceae	Intrasporangiaceae	Merismopediaceae	Dermatophilaceae	Idiomarinaceae	Aurantimonadaceae	Saccharomycetaceae	Dermabacteraceae	Psychromonadaceae	Gordoniaceae	Microviridae	Beijerinckiaceae	Colwelliaceae	Brevibacteriaceae	Promicromonosporaceae	Brucellaceae	Rhodomelaceae	Blattabacteriaceae	Dermacoccaceae	Nectriaceae	Drosophilidae	Arthrodermataceae	Tectiviridae	Hypocreaceae	Hominidae	Inoviridae	Clavicipitaceae	Sordariaceae	Sarcocystidae	Chaetomiaceae	Retroviridae
Obregon-TitoAJ_2015_NO13	0.162443	0.291587	0.216675	0.090125	0.038664	0.077039	0.064783	0.000631	0.015550	0.010176	0.002918	0.006833	0.002060	0.001337	0.004610	0.001844	0.001484	0.000726	0.001251	0.000313	0.001028	0.000238	0.000526	0.000098	0.000050	0.000729	0.000528	0.000692	0.000187	0.000312	0.000393	0.000066	0.000324	0.000690	0.000146	0.000334	0.000072	0.000088	0.000116	0.000104	0.000153	0.000017	0.000154	0.000142	0.000105	0.000027	0.000170	0.000083	0.000175	0.000190	0.000072	0.000059	0.000211	0.000041	0.000050	0.000059	0.000044	0.000076	0.000023	0.000035	0.000045	0.000040	0.000031	0.000012	0.000014	0.000019	0.000026	0.000006	0.000024	0.000005	0.000005	0.000023	0.000019	0.000004	0.000031	0.000005	0.000004	0.000002	0.000004	0.000001	0	0.000005	0.000003	0.000004	0.000009	0.000001	0.000000	0	0.000001	0	0	0.000000	0	0.000002	0.000002	0	0	0	0	0	0
Obregon-TitoAJ_2015_NO15	0.188343	0.077162	0.312017	0.096758	0.064633	0.020293	0.162116	0.000701	0.018353	0.009947	0.005930	0.010639	0.001528	0.001405	0.012264	0.002362	0.002154	0.000217	0.001118	0.000315	0.001158	0.000129	0.000159	0.000081	0.000282	0.000839	0.000547	0.000682	0.000125	0.000424	0.000804	0.000087	0.000585	0.001191	0.000163	0.000689	0.000052	0.000074	0.000349	0.000166	0.000064	0.000053	0.000092	0.000212	0.000078	0.000020	0.000496	0.000109	0.000217	0.000184	0.000108	0.000242	0.000313	0.000156	0.000042	0.000137	0.000015	0.000082	0.000021	0.000024	0.000077	0.000013	0.000049	0.000017	0.000011	0.000008	0.000049	0.000018	0.000018	0.000025	0.000014	0.000077	0.000003	0.000032	0.000003	0.000009	0.000001	0.000004	0.000004	0.000014	0.000018	0.000001	0.000000	0.000019	0.000003	0	0.000003	0	0.000003	0.000000	0.000001	0.000001	0	0.000000	0.000001	0	0	0	0	0	0
Obregon-TitoAJ_2015_NO16	0.196588	0.257066	0.291757	0.078855	0.047342	0.047673	0.022095	0.000617	0.024868	0.004722	0.003485	0.005468	0.001512	0.002171	0.003455	0.001607	0.000783	0.000944	0.001260	0.001399	0.000971	0.000207	0.000225	0.000048	0.000067	0.000375	0.000269	0.000308	0.000039	0.000534	0.000579	0.000017	0.000310	0.000106	0.000023	0.000163	0.000159	0.000070	0.000068	0.000028	0.000034	0.000018	0.000016	0.000090	0.000037	0.000014	0.000109	0.000031	0.000116	0.000049	0.000033	0.000360	0.000101	0.000015	0.000050	0.000147	0.000007	0.000061	0.000006	0.000009	0.000014	0.000204	0.000008	0.000006	0.000008	0.000019	0.000007	0.000007	0.000004	0.000002	0.000065	0.000004	0.000005	0.000001	0.000000	0.000003	0	0.000001	0.000021	0.000003	0.000062	0.000000	0.000002	0.000005	0.000005	0	0.000011	0	0.000000	0.000000	0	0.000000	0	0	0	0	0	0	0	0	0
Obregon-TitoAJ_2015_NO19	0.227194	0.188132	0.355020	0.081189	0.050182	0.012287	0.037208	0.000986	0.013650	0.006208	0.003852	0.006916	0.001265	0.001861	0.003803	0.001727	0.001167	0.000263	0.000886	0.000204	0.000861	0.000106	0.000083	0.000071	0.000019	0.000290	0.000645	0.000430	0.000038	0.000356	0.000461	0.000030	0.000351	0.000076	0.000048	0.000214	0.000025	0.000052	0.000089	0.000088	0.000037	0.000074	0.000051	0.000056	0.000047	0.000016	0.000209	0.000065	0.000153	0.000153	0.000077	0.000035	0.000093	0.000040	0.000015	0.000043	0.000020	0.000092	0.000017	0.000051	0.000026	0.000020	0.000010	0.000010	0.000115	0.000017	0.000013	0.000008	0.000015	0.000001	0.000007	0.000044	0.000004	0.000003	0.000002	0.000006	0.000002	0	0.000000	0.000007	0.000009	0.000000	0	0.000001	0.000003	0	0	0.000000	0	0.000001	0	0.000001	0	0	0	0	0	0	0.000001	0	0
Obregon-TitoAJ_2015_NO20	0.088914	0.620248	0.102202	0.021637	0.025488	0.057597	0.016151	0.001038	0.023479	0.001637	0.001551	0.001521	0.030469	0.000670	0.000908	0.000515	0.000458	0.000949	0.001273	0.000154	0.000269	0.000167	0.000510	0.000026	0.000024	0.000394	0.000071	0.000058	0.000041	0.000073	0.000086	0.000071	0.000194	0.000061	0.000087	0.000049	0.000098	0.000049	0.000063	0.000018	0.000021	0.000024	0.000016	0.000036	0.000084	0.000042	0.000029	0.000035	0.000033	0.000015	0.000047	0.000042	0.000011	0.000006	0.000009	0.000084	0.000020	0.000012	0.000000	0.000005	0.000023	0.000007	0.000049	0.000001	0.000003	0.000002	0.000002	0.000005	0.000003	0.000002	0.000001	0.000002	0.000004	0	0.000001	0.000003	0.000001	0	0.000000	0.000018	0.000019	0.000001	0.000002	0.000002	0.000002	0.000002	0.000000	0	0.000000	0.000008	0	0	0	0	0.000001	0	0	0	0	0	0
Obregon-TitoAJ_2015_NO21	0.331472	0.137827	0.276920	0.092059	0.054383	0.017051	0.032031	0.010753	0.006660	0.006605	0.004701	0.007885	0.001828	0.001746	0.004814	0.001822	0.003043	0.000173	0.000586	0.000416	0.000873	0.000169	0.000118	0.000332	0.000056	0.001403	0.000224	0.000265	0.000047	0.000244	0.000253	0.000168	0.000418	0.000155	0.000120	0.000200	0.000125	0.000031	0.000209	0.000026	0.000010	0.000029	0.000052	0.000158	0.000022	0.000066	0.000119	0.000034	0.000127	0.000055	0.000161	0.000246	0.000048	0.000024	0.000022	0.000040	0.000017	0.000079	0.000004	0.000066	0.000029	0.000056	0.000063	0.000004	0.000005	0.000014	0.000024	0.000010	0.000013	0.000004	0.000058	0.000032	0.000007	0.000004	0.000001	0.000014	0.000004	0.000003	0.000015	0.000021	0.000006	0.000000	0.000002	0.000006	0.000006	0.000001	0.000003	0.000001	0.000001	0.000000	0	0.000000	0	0	0.000003	0	0	0	0	0.000000	0
Obregon-TitoAJ_2015_NO22	0.168076	0.148253	0.411347	0.083660	0.054628	0.020897	0.049880	0.000563	0.016358	0.010641	0.005534	0.007755	0.001572	0.001757	0.004899	0.001684	0.001915	0.000242	0.001115	0.000494	0.001768	0.000228	0.000143	0.000069	0.000058	0.000872	0.000455	0.000564	0.000054	0.000462	0.000847	0.000010	0.000309	0.000054	0.000125	0.000440	0.000151	0.000115	0.000132	0.000051	0.000024	0.000005	0.000022	0.000098	0.000015	0.000012	0.000144	0.000232	0.000250	0.000086	0.000095	0.000159	0.000102	0.000027	0.000053	0.000033	0.000016	0.000038	0.000050	0.000006	0.000066	0.000054	0.000032	0.000011	0.000043	0.000010	0.000015	0.000021	0.000007	0.000005	0.000006	0.000012	0.000003	0.000002	0.000002	0.000004	0.000003	0.000000	0.000005	0.000001	0.000011	0.000001	0.000007	0.000006	0.000001	0	0	0.000000	0.000008	0.000018	0	0.000001	0	0	0	0	0	0	0	0	0
Obregon-TitoAJ_2015_NO23	0.164908	0.087810	0.403999	0.093625	0.052494	0.023770	0.106199	0.001405	0.017973	0.010024	0.005006	0.008065	0.001709	0.001982	0.005732	0.001781	0.002203	0.000189	0.001601	0.000344	0.001425	0.000434	0.000102	0.000048	0.000073	0.000792	0.000233	0.000580	0.000026	0.000200	0.000473	0.000029	0.000523	0.000083	0.000066	0.000700	0.000458	0.000048	0.000291	0.000088	0.000048	0.000079	0.000076	0.000077	0.000054	0.000019	0.000271	0.000159	0.000181	0.000056	0.000110	0.000385	0.000237	0.000024	0.000027	0.000041	0.000007	0.000089	0.000028	0.000002	0.000048	0.000190	0.000033	0.000004	0.000054	0.000001	0.000073	0.000013	0.000009	0.000001	0.000003	0.000015	0.000002	0.000018	0	0.000002	0.000048	0	0	0.000004	0.000004	0.000001	0	0.000009	0.000001	0.000002	0	0.000000	0.000006	0.000000	0	0	0	0	0	0	0	0	0	0	0
Obregon-TitoAJ_2015_SM02	0.217180	0.068324	0.290147	0.124629	0.064677	0.040263	0.049718	0.001300	0.005712	0.044621	0.008784	0.011102	0.001384	0.021196	0.008558	0.004032	0.002211	0.002547	0.003210	0.001610	0.005084	0.000791	0.001017	0.000169	0.000097	0.000508	0.003433	0.003148	0.000228	0.001366	0.001476	0.000144	0.000356	0.000649	0.000350	0.000908	0.000285	0.001099	0.000101	0.000288	0.000273	0.000071	0.000793	0.000163	0.000196	0.000052	0.000776	0.000140	0.000412	0.000874	0.000059	0.000262	0.000468	0.000488	0.000227	0.000101	0.000124	0.000122	0.000352	0.000232	0.000066	0.000115	0.000052	0.000048	0.000010	0.000039	0.000044	0.000043	0.000067	0.000033	0.000053	0.000146	0.000065	0.000008	0.000015	0.000005	0.000020	0.000004	0.000120	0.000033	0.000042	0.000004	0.000006	0.000017	0.000034	0.000005	0.000000	0.000005	0.000003	0	0.000000	0.000003	0	0.000003	0	0	0	0	0	0	0
Obregon-TitoAJ_2015_SM18	0.201532	0.079669	0.356555	0.118422	0.044776	0.026250	0.081929	0.001069	0.010354	0.014361	0.006444	0.012028	0.003021	0.004562	0.007870	0.002704	0.001663	0.006157	0.003202	0.000591	0.001932	0.000454	0.001684	0.000378	0.000070	0.000499	0.000687	0.001105	0.000157	0.000448	0.000865	0.000057	0.000371	0.001019	0.000485	0.000402	0.000568	0.000325	0.000126	0.000126	0.000071	0.000309	0.000226	0.000331	0.000137	0.000038	0.000856	0.000081	0.000304	0.000242	0.000079	0.000311	0.000229	0.000167	0.000067	0.000242	0.000174	0.000106	0.000053	0.000065	0.000089	0.000104	0.000044	0.000012	0.000065	0.000011	0.000039	0.000012	0.000015	0.000009	0.000220	0.000198	0.000027	0.000010	0.000018	0.000013	0.000026	0.000009	0.000006	0.000015	0.000002	0.000004	0.000010	0.000009	0.000006	0	0.000001	0.000001	0	0.000001	0	0.000018	0	0	0	0	0	0.000000	0	0	0
Obregon-TitoAJ_2015_SM20	0.221948	0.027261	0.322129	0.169476	0.044828	0.014651	0.099355	0.000586	0.004881	0.014542	0.006419	0.026116	0.001314	0.004243	0.012354	0.002636	0.002479	0.000924	0.003477	0.000351	0.002991	0.000571	0.000825	0.000142	0.000141	0.000844	0.001344	0.000803	0.000171	0.001212	0.000813	0.000118	0.000537	0.000742	0.000229	0.000673	0.000640	0.000793	0.000390	0.000287	0.000343	0.000033	0.000200	0.000340	0.000169	0.000032	0.000726	0.000063	0.000216	0.000293	0.000158	0.000600	0.000132	0.000097	0.000161	0.000145	0.000074	0.000145	0.000042	0.000064	0.000054	0.000702	0.000053	0.000165	0.000015	0.000052	0.000152	0.000018	0.000055	0.000072	0.000101	0.000055	0.000039	0.000002	0.000027	0.000011	0.000001	0.000004	0.000007	0.000013	0.000016	0.000048	0.000006	0.000002	0.000006	0.000038	0.000003	0.000002	0.000004	0.000000	0.000002	0	0	0.000005	0	0	0	0	0	0	0
Obregon-TitoAJ_2015_SM28	0.246460	0.073568	0.245479	0.142952	0.061718	0.045746	0.075311	0.000596	0.023610	0.013015	0.007009	0.013597	0.000906	0.006038	0.008973	0.002792	0.003201	0.004329	0.003957	0.001082	0.001963	0.000196	0.005204	0.000145	0.000040	0.000450	0.000756	0.000828	0.000293	0.000294	0.000572	0.000052	0.000489	0.000276	0.000230	0.000639	0.000105	0.000443	0.000122	0.000301	0.000056	0.000119	0.000088	0.000235	0.000064	0.000040	0.000792	0.000100	0.000248	0.000161	0.000099	0.000172	0.000311	0.000050	0.001520	0.000133	0.000543	0.000344	0.000038	0.000037	0.000089	0.000094	0.000073	0.000008	0.000401	0.000020	0.000050	0.000023	0.000023	0.000018	0.000037	0.000044	0.000106	0.000009	0.000004	0.000006	0.000023	0.000009	0.000006	0.000019	0.000005	0.000008	0	0.000009	0.000018	0.000003	0.000001	0	0	0.000006	0	0	0	0.000001	0	0	0	0	0	0	0
Obregon-TitoAJ_2015_SM31	0.149856	0.044138	0.408097	0.093255	0.050613	0.037845	0.137763	0.001492	0.006323	0.014837	0.004765	0.009383	0.001995	0.005719	0.007803	0.002524	0.001443	0.002983	0.003028	0.000502	0.001715	0.000380	0.001129	0.000210	0.000063	0.000958	0.000773	0.001156	0.000146	0.000521	0.000638	0.000173	0.000552	0.000292	0.000290	0.000377	0.000375	0.000113	0.000181	0.000593	0.000254	0.000106	0.000236	0.000271	0.000117	0.000062	0.000445	0.000190	0.000342	0.000286	0.000104	0.000256	0.000182	0.000144	0.000141	0.000125	0.000303	0.000189	0.000078	0.000068	0.000107	0.000189	0.000079	0.000102	0.000048	0.000054	0.000032	0.000010	0.000051	0.000042	0.000097	0.000046	0.000025	0.000010	0.000064	0.000008	0.000002	0.000004	0.000013	0.000022	0.000002	0.000032	0.000006	0.000005	0.000024	0.000021	0.000001	0.000001	0	0.000001	0.000001	0.000001	0	0.000001	0	0	0	0.000001	0	0	0
Obregon-TitoAJ_2015_SM32	0.212209	0.016004	0.303132	0.174218	0.047676	0.013673	0.075667	0.005198	0.002445	0.052468	0.010777	0.019946	0.000587	0.006952	0.013430	0.003666	0.001788	0.000421	0.002658	0.001259	0.005745	0.001132	0.000517	0.000589	0.000298	0.000914	0.004147	0.004121	0.000149	0.001666	0.002404	0.000465	0.000403	0.000433	0.001247	0.001413	0.000245	0.000393	0.000249	0.000108	0.000102	0.000158	0.000174	0.000189	0.000106	0.000154	0.000697	0.001807	0.000779	0.001093	0.000144	0.000725	0.000394	0.000061	0.000049	0.000297	0.000081	0.000164	0.000061	0.000079	0.000122	0.000316	0.000069	0.000019	0.000016	0.000597	0.000079	0.000032	0.000058	0.000087	0.000030	0.000081	0.000021	0.000005	0.000009	0.000002	0.000141	0.000018	0.000014	0.000086	0.000002	0.000012	0.000001	0.000033	0.000011	0.000004	0.000001	0.000001	0.000003	0.000000	0	0.000003	0	0.000000	0.000001	0	0	0	0	0	0
Obregon-TitoAJ_2015_SM39	0.170029	0.039355	0.328029	0.111480	0.052542	0.019233	0.062762	0.079264	0.006790	0.037790	0.007052	0.012865	0.000994	0.011157	0.008991	0.003419	0.003536	0.002831	0.002813	0.004155	0.004170	0.001030	0.001010	0.004004	0.000601	0.000765	0.002381	0.002821	0.000300	0.001283	0.001316	0.003536	0.000401	0.001066	0.000378	0.000966	0.000466	0.000967	0.000205	0.000162	0.000064	0.000401	0.000202	0.000186	0.000300	0.001241	0.000742	0.000110	0.000398	0.000760	0.000051	0.000562	0.000360	0.000126	0.000068	0.000183	0.000126	0.000103	0.000087	0.000062	0.000061	0.000287	0.000096	0.000013	0.000014	0.000010	0.000067	0.000031	0.000017	0.000013	0.000009	0.000134	0.000043	0.000014	0.000008	0.000002	0.000016	0.000019	0.000026	0.000014	0.000003	0.000003	0.000003	0.000008	0.000023	0.000002	0.000003	0.000002	0.000002	0	0.000001	0.000003	0	0	0.000001	0	0	0.000006	0	0	0
PasolliE_2018_A10_01_1FE	0.191111	0.228898	0.105695	0.102878	0.040948	0.032000	0.022923	0.040608	0.008592	0.021211	0.008596	0.005334	0.033385	0.003359	0.009625	0.001881	0.003106	0.022585	0.013050	0.010655	0.002099	0.003078	0.000388	0.012820	0.004703	0.005235	0.000433	0.000643	0.000306	0.000169	0.000683	0.000847	0.000896	0.001672	0.001261	0.000335	0.022860	0.005212	0.000099	0.004514	0.002477	0.006005	0.000639	0.003223	0.001412	0.000755	0.000488	0.000483	0.000111	0.000039	0.000054	0.000042	0.000221	0.000663	0.000429	0.000132	0.000136	0.001469	0.000283	0.001119	0.000094	0.000480	0.000310	0.000491	0.000011	0.000443	0.000067	0.000008	0.000570	0.000310	0.000027	0.000017	0.000067	0.000015	0.000196	0.001392	0.000001	0.000001	0.000330	0	0	0.000082	0.000019	0.000007	0	0.000034	0.000017	0.000005	0.000090	0	0.000030	0	0	0	0	0.000008	0.000001	0	0	0	0
PasolliE_2018_A10_02_1FE	0.229224	0.118766	0.196547	0.118949	0.051963	0.046170	0.026692	0.007380	0.019456	0.042573	0.008980	0.015193	0.006974	0.004218	0.007623	0.003646	0.001936	0.014713	0.005461	0.001531	0.004395	0.001715	0.003763	0.001083	0.000891	0.002067	0.003082	0.003204	0.000624	0.001161	0.001121	0.000369	0.002057	0.002636	0.001717	0.001245	0.002868	0.002324	0.000131	0.001776	0.008851	0.000426	0.000351	0.001844	0.003190	0.000219	0.000768	0.000882	0.000469	0.001413	0.000127	0.000403	0.000552	0.000376	0.001139	0.000087	0.000537	0.001652	0.000210	0.001364	0.000143	0.001085	0.000455	0.001683	0.000164	0.001010	0.000184	0.000024	0.001453	0.000749	0.000009	0.000046	0.000025	0.000018	0.000221	0.000372	0.000002	0.000024	0.000407	0.000058	0.000009	0.000447	0.000045	0.000021	0.000015	0.000183	0.000009	0.000016	0.000007	0	0.000026	0	0	0.000001	0	0	0	0	0	0	0
PasolliE_2018_A11_01_1FE	0.194624	0.043048	0.258377	0.081514	0.032750	0.010035	0.009423	0.029467	0.002911	0.006144	0.012099	0.005682	0.010171	0.038056	0.002193	0.005085	0.019280	0.007772	0.002727	0.172061	0.003831	0.034760	0.000108	0.001111	0.001222	0.001043	0.000741	0.000174	0.001096	0.000187	0.002348	0.001658	0.000526	0.000569	0.001098	0.000031	0.001519	0.000438	0.000377	0.000023	0.000098	0.000838	0.000021	0.000271	0.000077	0.000412	0.000037	0.000240	0.000384	0.000021	0.000039	0.000341	0.000029	0.000013	0.000019	0.000227	0.000038	0.000105	0.000017	0.000017	0.000030	0.000011	0.000055	0.000009	0.000006	0.000006	0.000007	0.000018	0	0.000114	0.000012	0.000016	0	0.000005	0.000001	0.000130	0	0.000008	0.000004	0.000005	0.000018	0	0.000007	0.000012	0.000004	0	0.000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PasolliE_2018_A13_01_1FE	0.123831	0.138776	0.271415	0.142928	0.036532	0.025900	0.023700	0.024465	0.003306	0.009531	0.114155	0.006960	0.007509	0.008948	0.003332	0.004230	0.010377	0.008977	0.005062	0.006163	0.002262	0.006302	0.000283	0.000766	0.001209	0.000862	0.000985	0.001705	0.000201	0.000365	0.000833	0.000677	0.000564	0.000833	0.000730	0.000294	0.000513	0.000471	0.000210	0.000191	0.000010	0.000186	0.000075	0.000186	0.000601	0.000276	0.000133	0.000353	0.000109	0.000198	0.000110	0.000121	0.000079	0.000022	0.000069	0.000123	0.000012	0.000059	0.000006	0.000126	0.000050	0.000022	0.000150	0.000006	0.000018	0.000067	0.000034	0.000095	0.000002	0.000033	0.000029	0.000015	0.000001	0.000010	0.000009	0.000004	0.000002	0.000012	0.000029	0.000032	0	0.000002	0.000047	0.000008	0.000078	0.000001	0.000030	0	0.000003	0	0	0	0	0	0	0	0.000003	0	0	0	0
PasolliE_2018_A13_03_1FE	0.098330	0.188011	0.071155	0.034482	0.022708	0.034411	0.006175	0.420213	0.003867	0.002614	0.001054	0.002384	0.003452	0.003386	0.001074	0.004876	0.003849	0.039460	0.005684	0.001218	0.000975	0.001897	0.000434	0.008443	0.000825	0.002137	0.000158	0.000225	0.012899	0.000676	0.000333	0.005496	0.000331	0.000218	0.002298	0.000143	0.000513	0.000086	0.000042	0.000122	0.000031	0.002652	0.000017	0.000596	0.001208	0.002443	0.000035	0.002001	0.000062	0.000024	0.000034	0.000040	0.000040	0.000199	0.001051	0.000491	0.000014	0.000088	0.000047	0.000128	0.000016	0.000017	0.000230	0.000011	0.001724	0.000005	0.000002	0.000019	0.000005	0.000013	0.000004	0.000004	0.000001	0.000001	0.000012	0.000027	0	0.000003	0.000009	0.000017	0	0.000009	0.000002	0.000001	0.000009	0.000002	0	0	0	0.000001	0	0	0.000008	0.000001	0	0	0	0	0	0	0
PasolliE_2018_A14_01_1FE	0.087930	0.055453	0.082514	0.245474	0.077584	0.012003	0.004268	0.327275	0.001290	0.013033	0.009061	0.005818	0.012117	0.005227	0.005811	0.000848	0.001012	0.004404	0.002660	0.003005	0.001452	0.002546	0.000101	0.007196	0.000804	0.001120	0.000363	0.000348	0.004151	0.000279	0.000345	0.005121	0.000425	0.001400	0.000939	0.000533	0.000568	0.000960	0.000030	0.000273	0.000062	0.001581	0.002292	0.000087	0.000369	0.001903	0.000722	0.001748	0.000074	0.000054	0.000028	0.000174	0.000362	0.001671	0.000698	0.000207	0.000005	0.000117	0.000707	0.000167	0.000012	0.000011	0.000134	0.000047	0.000341	0.000048	0.000061	0.000041	0.000003	0.000007	0.000260	0.000011	0.000135	0.000001	0.000065	0.000008	0.000001	0.000021	0.000004	0.000001	0	0.000002	0.000001	0.000002	0.000002	0	0	0	0	0.000002	0.000004	0	0.000002	0	0	0.000000	0.000001	0	0	0	0
PasolliE_2018_A15_02_1FE	0.294677	0.400367	0.071851	0.069176	0.090222	0.024315	0.010740	0.013354	0.002371	0.003500	0.001186	0.003856	0.001619	0.001945	0.002005	0.001859	0.000650	0.000786	0.000883	0.000309	0.000508	0.000152	0.000380	0.000250	0.000173	0.000255	0.000427	0.000066	0.000041	0.000241	0.000095	0.000176	0.000065	0.000066	0.000067	0.000020	0.000031	0.000014	0.000038	0.000041	0.000009	0.000113	0.000002	0.000056	0.000024	0.000116	0.000127	0.000037	0.000099	0.000097	0.000236	0.000032	0.000024	0.000014	0.000005	0.000022	0.000004	0.000060	0.000012	0.000007	0.000002	0.000005	0.000002	0.000002	0.000082	0.000002	0.000006	0.000007	0.000002	0.000001	0.000000	0.000002	0.000003	0.000003	0.000005	0	0.000002	0.000001	0	0.000001	0	0	0	0.000000	0.000001	0.000000	0	0	0	0.000000	0	0	0	0	0	0	0	0	0	0	0
PasolliE_2018_A19_01_1FE	0.139777	0.140463	0.091083	0.111945	0.013705	0.012672	0.020584	0.261561	0.005898	0.020682	0.034523	0.013617	0.007044	0.001651	0.011289	0.002975	0.000913	0.004939	0.003961	0.013851	0.001849	0.008761	0.000676	0.005889	0.001336	0.001785	0.003407	0.000750	0.025211	0.000471	0.000471	0.005275	0.000623	0.002465	0.000959	0.000919	0.001487	0.000122	0.000150	0.001371	0.002119	0.000596	0.002583	0.000634	0.001061	0.001845	0.001387	0.001622	0.000115	0.000197	0.000382	0.000460	0.000619	0.002095	0.000660	0.000405	0.000163	0.000897	0.001171	0.000441	0.000323	0.000374	0.000326	0.000427	0.000114	0.000106	0.000130	0.000003	0.000325	0.000086	0.000102	0.000077	0.000467	0.000009	0.000066	0.000023	0	0.000014	0.000046	0.000035	0.000024	0.000065	0.000115	0.000038	0.000003	0.000023	0.000031	0	0.000001	0.000004	0.000004	0	0.000008	0.000001	0	0.000069	0	0	0	0	0
PasolliE_2018_A20_01_1FE	0.056901	0.052058	0.057179	0.034355	0.025745	0.013282	0.005836	0.475457	0.003360	0.003203	0.003432	0.001564	0.003028	0.005964	0.000817	0.009986	0.186477	0.016727	0.001915	0.003096	0.000830	0.005394	0.000096	0.010030	0.000604	0.001575	0.000220	0.000159	0.000115	0.000484	0.000208	0.010545	0.000183	0.000121	0.000491	0.000076	0.000589	0.000805	0.000039	0.000078	0.000012	0.001369	0.000046	0.000063	0.000213	0.003015	0.000033	0.001025	0.000039	0.000204	0.000030	0.000482	0.000045	0.000003	0.000015	0.000048	0.000014	0.000031	0.000015	0.000058	0.000046	0.000015	0.000008	0.000000	0.000010	0.000074	0.000004	0.000004	0.000002	0.000003	0.000001	0.000011	0.000000	0.000000	0.000001	0.000012	0.000002	0.000001	0.000004	0.000001	0.000000	0.000002	0.000000	0.000004	0.000003	0.000001	0	0	0	0.000001	0	0	0	0	0	0	0	0	0	0	0
PasolliE_2018_A20_03_1FE	0.143725	0.116114	0.099510	0.049916	0.040477	0.023492	0.007335	0.391898	0.004944	0.008398	0.002308	0.004689	0.003421	0.006582	0.001889	0.039735	0.006170	0.003012	0.003178	0.000823	0.003933	0.003531	0.000715	0.010890	0.000750	0.001380	0.001180	0.001070	0.000832	0.002259	0.000701	0.004638	0.000369	0.000580	0.000617	0.000161	0.000927	0.000247	0.000145	0.000082	0.000238	0.000650	0.000122	0.001030	0.000306	0.002190	0.000066	0.000411	0.000414	0.000670	0.000055	0.000011	0.000033	0.000037	0.000147	0.000246	0.000041	0.000062	0.000003	0.000067	0.000018	0.000187	0.000055	0.000055	0.000020	0.000013	0.000004	0.000004	0.000044	0.000026	0.000002	0.000001	0.000001	0.000000	0.000013	0.000001	0.000072	0.000003	0.000030	0.000006	0.000000	0.000012	0	0.000002	0.000000	0.000002	0	0	0.000001	0	0.000001	0	0	0	0	0	0	0	0	0	0
PasolliE_2018_A22_01_1FE	0.225065	0.129275	0.317271	0.072492	0.109304	0.021593	0.013109	0.015537	0.003441	0.008071	0.006548	0.004485	0.004631	0.008669	0.002745	0.005327	0.001607	0.031549	0.003039	0.000585	0.002725	0.000277	0.000188	0.001520	0.000360	0.000803	0.001055	0.000422	0.000158	0.000966	0.000498	0.001015	0.000479	0.000266	0.000274	0.000174	0.000227	0.000193	0.000047	0.000359	0.000032	0.000501	0.000030	0.000056	0.000091	0.000334	0.000039	0.000195	0.000362	0.000609	0.000099	0.000056	0.000049	0.000012	0.000113	0.000029	0.000008	0.000016	0.000001	0.000036	0.000011	0.000127	0.000186	0.000024	0.000010	0.000436	0.000003	0.000031	0.000005	0.000000	0	0.000004	0.000002	0.000002	0.000004	0.000001	0.000065	0.000001	0.000042	0.000007	0	0.000000	0.000015	0	0.000001	0	0	0.000002	0	0	0	0	0	0	0	0	0	0	0	0	0
