Sample	Lachnospiraceae	Bacteroidaceae	Ruminococcaceae	Clostridiaceae	Eubacteriaceae	Porphyromonadaceae	Oscillospiraceae	Enterobacteriaceae	Rikenellaceae	Bacillaceae	Peptostreptococcaceae	Paenibacillaceae	Sutterellaceae	Lactobacillaceae	Peptococcaceae	Enterococcaceae	Streptococcaceae	Prevotellaceae	Flavobacteriaceae	Siphoviridae	Peptoniphilaceae	Myoviridae	Marinilabiliaceae	Yersiniaceae	Podoviridae	Burkholderiaceae	Staphylococcaceae	Planococcaceae	Comamonadaceae	Listeriaceae	Carnobacteriaceae	Erwiniaceae	Rhodobacteraceae	Oxalobacteraceae	Moraxellaceae	Alicyclobacillaceae	Alteromonadaceae	Leuconostocaceae	Micrococcaceae	Bradyrhizobiaceae	Methylocystaceae	Pectobacteriaceae	Synechococcaceae	Rhizobiaceae	Pseudomonadaceae	Morganellaceae	Syntrophomonadaceae	Alcaligenaceae	Aerococcaceae	Sporolactobacillaceae	Mycobacteriaceae	Microbacteriaceae	Thermoactinomycetaceae	Cyanothecaceae	Shewanellaceae	Corynebacteriaceae	Cryomorphaceae	Phyllobacteriaceae	Stigonemataceae	Pseudoalteromonadaceae	Nocardiaceae	Hyphomonadaceae	Methylobacteriaceae	Hyphomicrobiaceae	Cellvibrionaceae	Bartonellaceae	Streptomycetaceae	Debaryomycetaceae	Rhodobiaceae	Xanthobacteraceae	Cellulomonadaceae	Intrasporangiaceae	Merismopediaceae	Dermatophilaceae	Idiomarinaceae	Aurantimonadaceae	Saccharomycetaceae	Dermabacteraceae	Psychromonadaceae	Gordoniaceae	Microviridae	Beijerinckiaceae	Colwelliaceae	Brevibacteriaceae	Promicromonosporaceae	Brucellaceae	Rhodomelaceae	Blattabacteriaceae	Dermacoccaceae	Nectriaceae	Drosophilidae	Arthrodermataceae	Tectiviridae	Hypocreaceae	Hominidae	Inoviridae	Clavicipitaceae	Sordariaceae	Sarcocystidae	Chaetomiaceae	Retroviridae
SchirmerM_2016_G88838	0.194370	0.279310	0.174066	0.068711	0.066696	0.130888	0.036834	0.000569	0.015771	0.004347	0.002545	0.005038	0.003027	0.001551	0.002667	0.001159	0.000888	0.002717	0.001727	0.000099	0.000677	0.000143	0.001316	0.000053	0.000066	0.000337	0.000260	0.000258	0.000066	0.000188	0.000206	0.000029	0.000283	0.000294	0.000103	0.000202	0.000144	0.000086	0.000145	0.000063	0.000112	0.000035	0.000178	0.000203	0.000089	0.000196	0.000159	0.000084	0.000060	0.000082	0.000079	0.000101	0.000097	0.000027	0.000046	0.000039	0.000089	0.000068	0.000021	0.000020	0.000051	0.000020	0.000031	0.000011	0.000042	0.000007	0.000020	0.000015	0.000031	0.000008	0.000005	0.000004	0.000002	0.000002	0.000001	0.000004	0.000002	0.000000	0.000001	0.000016	0.000001	0.000006	0	0.000007	0.000002	0.000001	0.000001	0.000002	0	0.000009	0	0.000005	0	0.000005	0	0	0	0	0	0	0
SchirmerM_2016_G88839	0.319950	0.158705	0.267849	0.055698	0.071959	0.027785	0.033101	0.007554	0.013560	0.003906	0.006348	0.004907	0.004391	0.002090	0.002585	0.003308	0.006045	0.001123	0.001776	0.000913	0.000956	0.000161	0.000436	0.000177	0.000087	0.000487	0.000176	0.000184	0.000026	0.000225	0.000291	0.000091	0.000663	0.000065	0.000145	0.000102	0.000034	0.000085	0.000355	0.000070	0.000031	0.000046	0.000210	0.000084	0.000079	0.000054	0.000060	0.000056	0.000080	0.000048	0.000228	0.000135	0.000028	0.000028	0.000006	0.000044	0.000082	0.000051	0.000012	0.000009	0.000048	0.000012	0.000009	0.000015	0.000015	0.000014	0.000009	0.000018	0.000002	0.000025	0.000021	0.000017	0.000003	0.000010	0.000004	0	0.000000	0.000005	0.000000	0.000015	0	0.000002	0	0.000006	0.000007	0.000000	0	0	0	0.000000	0	0	0	0	0.000002	0	0	0	0	0	0
SchirmerM_2016_G88840	0.256182	0.221922	0.220602	0.072533	0.083183	0.056410	0.024678	0.000519	0.018051	0.007177	0.006303	0.006170	0.004160	0.004733	0.003324	0.001903	0.001978	0.000937	0.001636	0.000242	0.001067	0.000222	0.000154	0.000046	0.000046	0.000300	0.001000	0.000542	0.000072	0.000554	0.000326	0.000052	0.000362	0.000061	0.000222	0.000274	0.000065	0.000128	0.000101	0.000043	0.000028	0.000022	0.000046	0.000124	0.000093	0.000019	0.000106	0.000119	0.000166	0.000117	0.000110	0.000073	0.000167	0.000074	0.000037	0.000053	0.000024	0.000049	0.000009	0.000012	0.000069	0.000015	0.000007	0.000006	0.000012	0.000007	0.000059	0.000016	0.000008	0.000008	0.000003	0.000006	0.000005	0.000002	0.000006	0	0.000001	0.000002	0.000004	0.000002	0.000008	0.000002	0.000003	0.000003	0.000002	0.000000	0	0.000004	0.000000	0.000001	0	0.000008	0.000002	0	0	0	0	0	0	0	0
SchirmerM_2016_G88842	0.278892	0.206822	0.257261	0.063732	0.083724	0.048886	0.016478	0.000676	0.006134	0.004130	0.003883	0.004163	0.005735	0.001595	0.002760	0.002051	0.001966	0.002056	0.003479	0.000557	0.000821	0.000479	0.000222	0.000079	0.000075	0.000224	0.000243	0.000237	0.000064	0.000167	0.000264	0.000016	0.000418	0.000153	0.000074	0.000101	0.000052	0.000142	0.000071	0.000040	0.000017	0.000028	0.000013	0.000175	0.000025	0.000014	0.000070	0.000049	0.000120	0.000044	0.000073	0.000076	0.000051	0.000030	0.000012	0.000058	0.000021	0.000014	0.000009	0.000009	0.000031	0.000007	0.000011	0.000002	0.000001	0.000007	0.000003	0.000026	0.000001	0.000001	0.000003	0.000006	0.000002	0.000001	0.000016	0	0.000001	0.000001	0.000001	0.000001	0.000025	0.000000	0.000002	0.000010	0	0.000001	0	0	0.000000	0.000007	0	0	0	0	0.000001	0	0	0	0	0	0
SchirmerM_2016_G88844	0.363447	0.191498	0.170495	0.043457	0.109005	0.024918	0.007891	0.001286	0.005474	0.004617	0.003400	0.005061	0.003570	0.051864	0.002186	0.002280	0.001102	0.000276	0.000417	0.000563	0.000487	0.002467	0.000049	0.000076	0.000169	0.000278	0.000308	0.000130	0.000014	0.000242	0.000164	0.000013	0.000369	0.000095	0.000052	0.000034	0.000104	0.000212	0.000421	0.000044	0.000019	0.000006	0.000177	0.000032	0.000024	0.000042	0.000018	0.000036	0.000256	0.000025	0.000228	0.000046	0.000018	0.000010	0.000032	0.000049	0.000001	0.000020	0.000011	0.000004	0.000157	0.000003	0.000001	0.000011	0	0.000001	0.000106	0.000028	0.000003	0.000012	0.000014	0.000001	0.000001	0.000001	0.000001	0	0	0.000042	0.000000	0.000013	0	0.000001	0	0.000009	0.000002	0	0	0	0	0.000001	0	0	0.000004	0	0.000001	0	0.000000	0	0	0	0
SchirmerM_2016_G88845	0.269380	0.192906	0.194083	0.081149	0.057665	0.038937	0.098850	0.000790	0.026002	0.005223	0.004072	0.008392	0.003760	0.001338	0.004731	0.002279	0.001838	0.000402	0.001480	0.000373	0.000812	0.000222	0.000124	0.000121	0.000154	0.000449	0.000215	0.000423	0.000111	0.000274	0.000178	0.000074	0.000464	0.000087	0.000202	0.000221	0.000046	0.000046	0.000085	0.000061	0.000085	0.000009	0.000019	0.000093	0.000030	0.000038	0.000339	0.000146	0.000106	0.000068	0.000192	0.000070	0.000071	0.000015	0.000050	0.000033	0.000027	0.000041	0.000011	0.000015	0.000043	0.000017	0.000007	0.000006	0.000048	0.000012	0.000008	0.000010	0.000105	0.000004	0.000009	0.000124	0.000004	0.000000	0.000004	0.000001	0.000001	0.000001	0.000013	0.000002	0.000018	0.000001	0.000000	0.000006	0.000006	0.000001	0.000061	0	0.000002	0.000006	0	0.000005	0.000001	0.000000	0.000001	0	0	0	0	0	0
SchirmerM_2016_G88846	0.342192	0.109744	0.238118	0.088068	0.110653	0.045399	0.022204	0.000680	0.008662	0.005629	0.003782	0.005144	0.004180	0.001868	0.003299	0.001551	0.001138	0.000498	0.000692	0.000206	0.000830	0.000119	0.000249	0.000037	0.000008	0.000258	0.000369	0.000244	0.000061	0.000531	0.000197	0.000027	0.000311	0.000105	0.000116	0.000260	0.000082	0.000273	0.000130	0.000060	0.000156	0.000030	0.000133	0.000138	0.000044	0.000031	0.000111	0.000037	0.000156	0.000062	0.000131	0.000148	0.000112	0.000054	0.000037	0.000030	0.000056	0.000049	0.000014	0.000011	0.000036	0.000029	0.000022	0.000066	0.000081	0.000014	0.000065	0.000015	0.000023	0.000008	0.000019	0.000005	0.000005	0.000002	0.000005	0	0.000001	0.000003	0.000002	0.000004	0.000040	0.000003	0.000001	0.000008	0.000001	0.000000	0.000000	0.000005	0	0	0	0.000024	0	0	0	0	0	0	0	0	0
SchirmerM_2016_G88847	0.322074	0.155127	0.194939	0.076046	0.073664	0.044491	0.045391	0.001058	0.030685	0.005805	0.015162	0.005489	0.006322	0.003991	0.003638	0.001668	0.001449	0.000956	0.003098	0.000757	0.000973	0.000349	0.001240	0.000066	0.000036	0.000376	0.000191	0.000276	0.000065	0.000513	0.000192	0.000038	0.000668	0.000392	0.000160	0.000220	0.000048	0.000203	0.000170	0.000071	0.000032	0.000017	0.000133	0.000079	0.000073	0.000031	0.000182	0.000055	0.000114	0.000051	0.000185	0.000125	0.000095	0.000027	0.000024	0.000091	0.000123	0.000028	0.000020	0.000009	0.000072	0.000010	0.000137	0.000005	0.000011	0	0.000013	0.000069	0.000010	0.000027	0.000011	0.000019	0.000004	0.000006	0	0.000001	0.000002	0.000005	0.000004	0.000002	0.000026	0.000002	0.000001	0.000002	0.000002	0.000001	0	0	0.000001	0.000001	0	0	0	0	0	0	0	0	0	0	0
SchirmerM_2016_G88848	0.164480	0.201143	0.184940	0.067095	0.051647	0.117558	0.087216	0.001315	0.047107	0.009301	0.004550	0.008026	0.008062	0.002235	0.005530	0.002165	0.001557	0.003983	0.008363	0.000715	0.001535	0.000771	0.008970	0.000071	0.000083	0.000700	0.000677	0.000706	0.000098	0.000635	0.000379	0.000059	0.000657	0.000911	0.000239	0.000485	0.000187	0.000111	0.000953	0.000082	0.000042	0.000034	0.000686	0.000134	0.000055	0.000039	0.000361	0.000078	0.000163	0.000153	0.000132	0.000152	0.000195	0.000367	0.000209	0.000057	0.001053	0.000069	0.000137	0.000054	0.000065	0.000031	0.000086	0.000014	0.000008	0.000003	0.000018	0.000034	0.000012	0.000014	0.000076	0.000030	0.000028	0.000009	0.000011	0.000003	0.000011	0.000007	0.000002	0.000004	0.000019	0.000002	0.000004	0.000012	0.000011	0	0.000001	0.000006	0.000004	0.000004	0.000002	0.000001	0	0.000006	0	0	0	0	0	0	0
SchirmerM_2016_G88849	0.292362	0.203426	0.223763	0.082004	0.089374	0.038196	0.027511	0.002207	0.008794	0.006035	0.005181	0.004812	0.002377	0.001700	0.002470	0.001767	0.001065	0.000218	0.000544	0.000222	0.000832	0.000127	0.000093	0.000082	0.000021	0.000524	0.000284	0.000324	0.000059	0.000668	0.000166	0.000053	0.000234	0.000160	0.000109	0.000114	0.000050	0.000248	0.000080	0.000102	0.000240	0.000017	0.000024	0.000082	0.000082	0.000053	0.000061	0.000074	0.000083	0.000077	0.000120	0.000061	0.000153	0.000014	0.000019	0.000058	0.000003	0.000061	0.000016	0.000016	0.000054	0.000054	0.000032	0.000039	0.000024	0.000020	0.000008	0.000007	0.000035	0.000008	0.000001	0.000007	0.000000	0.000005	0	0.000002	0.000005	0.000002	0.000002	0.000001	0.000001	0.000008	0.000006	0.000001	0.000000	0.000001	0	0.000001	0.000001	0.000001	0	0.000001	0	0	0	0	0	0	0	0	0
SchirmerM_2016_G88851	0.277462	0.103763	0.242682	0.108769	0.055626	0.030244	0.067045	0.000541	0.049851	0.012895	0.009166	0.011094	0.001608	0.003679	0.008143	0.002033	0.001287	0.000272	0.001343	0.000265	0.001777	0.000244	0.000222	0.000070	0.000064	0.000553	0.001228	0.000962	0.000038	0.000560	0.000518	0.000073	0.000549	0.000062	0.000316	0.000937	0.000039	0.000113	0.000228	0.000104	0.000071	0.000019	0.000340	0.000195	0.000065	0.000021	0.000238	0.000053	0.000350	0.000323	0.000204	0.000308	0.000460	0.000072	0.000035	0.000074	0.000022	0.000112	0.000077	0.000077	0.000083	0.000008	0.000006	0.000006	0.000028	0.000002	0.000086	0.000005	0.000075	0.000011	0.000011	0.000012	0.000063	0.000009	0	0	0.000001	0.000005	0.000002	0.000007	0.000004	0.000005	0	0.000003	0.000021	0.000003	0	0.000003	0.000003	0.000000	0	0	0	0	0	0	0	0	0	0	0
SchirmerM_2016_G88852	0.297477	0.152265	0.264449	0.073026	0.085836	0.024159	0.025505	0.001630	0.010872	0.005610	0.023446	0.004735	0.002381	0.011020	0.002158	0.002263	0.001361	0.001347	0.003164	0.000646	0.001191	0.000129	0.000097	0.000054	0.000021	0.000541	0.000221	0.000243	0.000044	0.000260	0.000223	0.000040	0.000699	0.000123	0.000200	0.000119	0.000075	0.000135	0.000282	0.000042	0.000026	0.000019	0.000116	0.000058	0.000045	0.000029	0.000083	0.000037	0.000173	0.000086	0.000175	0.000096	0.000051	0.000012	0.000002	0.000064	0.000019	0.000109	0.000109	0.000021	0.000048	0.000010	0.000287	0.000010	0.000009	0.000002	0.000012	0.000100	0.000002	0.000031	0.000008	0.000017	0.000005	0.000003	0	0	0	0.000006	0.000001	0.000001	0.000011	0.000008	0	0.000009	0.000004	0.000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SchirmerM_2016_G88853	0.244511	0.174792	0.239735	0.091410	0.092917	0.050510	0.042907	0.000608	0.005500	0.011251	0.007092	0.006243	0.006135	0.002226	0.004323	0.002224	0.001908	0.001356	0.004310	0.000284	0.001419	0.000195	0.000392	0.000216	0.000033	0.000415	0.000507	0.001061	0.000058	0.000456	0.000529	0.000048	0.000422	0.000379	0.000116	0.000388	0.000198	0.000114	0.000166	0.000108	0.000043	0.000106	0.000286	0.000246	0.000039	0.000033	0.000229	0.000059	0.000195	0.000291	0.000127	0.000090	0.000098	0.000054	0.000031	0.000067	0.000027	0.000103	0.000046	0.000019	0.000082	0.000014	0.000016	0.000017	0.000011	0.000019	0.000015	0.000010	0.000009	0.000015	0.000001	0.000042	0.000017	0.000008	0.000005	0.000008	0.000006	0.000007	0.000003	0.000008	0	0.000010	0.000004	0.000001	0.000006	0.000001	0.000001	0.000001	0.000006	0.000004	0	0.000005	0	0.000002	0	0	0	0	0	0	0
SchirmerM_2016_G88854	0.293097	0.284645	0.168542	0.057396	0.105683	0.044870	0.006813	0.000705	0.002674	0.003430	0.011764	0.003060	0.002567	0.001925	0.001804	0.002113	0.001344	0.000698	0.001645	0.000238	0.001302	0.000121	0.000090	0.000044	0.000018	0.000285	0.000114	0.000181	0.000042	0.000272	0.000183	0.000006	0.000402	0.000049	0.000010	0.000047	0.000013	0.000055	0.000221	0.000052	0.000012	0.000011	0.000134	0.000017	0.000053	0.000044	0.000017	0.000022	0.000073	0.000033	0.000167	0.000247	0.000035	0.000322	0.000002	0.000038	0.000040	0.000024	0.000007	0	0.000061	0.000002	0.000001	0.000014	0	0.000004	0.000000	0.000004	0.000002	0.000008	0.000036	0	0	0	0	0	0	0.000007	0	0.000010	0	0	0.000005	0.000022	0	0	0	0	0	0.000000	0	0.000000	0	0	0	0	0	0	0	0	0
SchirmerM_2016_G88855	0.258878	0.204762	0.307988	0.050780	0.063770	0.034808	0.016611	0.001475	0.017055	0.003894	0.006648	0.002908	0.002690	0.001924	0.002847	0.001878	0.011249	0.000429	0.001126	0.000383	0.000631	0.002570	0.000212	0.000046	0.000036	0.001396	0.000076	0.000131	0.000030	0.000123	0.000311	0.000028	0.000426	0.000096	0.000101	0.000131	0.000016	0.000138	0.000216	0.000028	0.000023	0.000006	0.000074	0.000027	0.000039	0.000043	0.000049	0.000030	0.000103	0.000074	0.000129	0.000085	0.000017	0.000005	0.000004	0.000143	0.000006	0.000023	0.000006	0.000002	0.000060	0.000017	0.000039	0.000004	0.000001	0.000005	0.000007	0.000059	0.000001	0.000006	0.000015	0.000011	0.000001	0.000005	0	0.000001	0	0.000006	0.000001	0.000001	0.000016	0.000000	0.000001	0.000007	0.000000	0	0	0	0.000000	0.000002	0	0	0	0	0	0	0	0	0	0	0
SchirmerM_2016_G88856	0.199915	0.556183	0.074786	0.043948	0.038301	0.037399	0.007468	0.000636	0.020183	0.002148	0.001896	0.002409	0.003433	0.001631	0.001151	0.000712	0.001018	0.000439	0.001513	0.000190	0.000697	0.000063	0.000339	0.000064	0.000010	0.000310	0.000079	0.000081	0.000040	0.000131	0.000109	0.000069	0.000231	0.000130	0.000036	0.000041	0.000057	0.000044	0.000056	0.000134	0.000447	0.000003	0.000105	0.000129	0.000083	0.000068	0.000021	0.000042	0.000066	0.000046	0.000066	0.000184	0.000006	0.000027	0.000038	0.000072	0.000012	0.000089	0.000008	0.000016	0.000027	0.000056	0.000041	0.000041	0.000022	0.000007	0.000004	0.000012	0.000076	0.000017	0.000064	0	0	0.000000	0	0	0	0.000001	0	0.000002	0.000005	0.000013	0.000001	0.000003	0.000001	0.000001	0	0	0	0.000003	0	0	0	0	0	0	0	0	0	0	0
SchirmerM_2016_G88857	0.289925	0.291899	0.199463	0.053650	0.082502	0.036428	0.012684	0.000619	0.002243	0.002904	0.003664	0.003339	0.002616	0.001794	0.001566	0.001710	0.006944	0.000594	0.001171	0.000264	0.000758	0.000357	0.000205	0.000028	0.000020	0.000204	0.000112	0.000148	0.000022	0.000369	0.000260	0.000006	0.000295	0.000019	0.000047	0.000092	0.000019	0.000089	0.000141	0.000024	0.000013	0.000005	0.000084	0.000020	0.000019	0.000071	0.000043	0.000010	0.000024	0.000030	0.000146	0.000039	0.000010	0.000003	0.000001	0.000039	0.000040	0.000031	0.000005	0.000000	0.000013	0.000025	0.000047	0.000007	0.000002	0	0.000006	0.000009	0.000004	0.000012	0.000002	0.000001	0.000000	0	0	0	0	0.000001	0.000006	0.000001	0.000034	0.000001	0	0.000002	0	0	0	0	0	0.000001	0	0	0	0	0	0	0	0	0	0	0
SchirmerM_2016_G88858	0.264528	0.207999	0.262437	0.067165	0.071034	0.055392	0.025879	0.000327	0.013393	0.004174	0.002824	0.005342	0.002079	0.001303	0.002774	0.001314	0.002957	0.000699	0.001528	0.000282	0.000898	0.000238	0.001214	0.000029	0.000006	0.000278	0.000353	0.000237	0.000066	0.000482	0.000256	0.000104	0.000265	0.000205	0.000052	0.000215	0.000018	0.000037	0.000086	0.000034	0.000047	0.000006	0.000081	0.000120	0.000047	0.000043	0.000053	0.000080	0.000092	0.000040	0.000089	0.000049	0.000042	0.000012	0.000046	0.000053	0.000193	0.000027	0.000051	0.000014	0.000069	0.000016	0.000044	0.000017	0.000076	0	0.000012	0.000019	0.000003	0.000007	0.000002	0.000009	0.000005	0.000006	0	0.000000	0.000003	0.000003	0	0.000001	0.000011	0.000000	0.000002	0.000002	0	0.000001	0.000001	0	0	0.000002	0	0	0	0	0	0	0	0	0	0	0
SchirmerM_2016_G88859	0.295730	0.204905	0.237282	0.063861	0.081003	0.032158	0.029286	0.000510	0.024022	0.004184	0.004151	0.004255	0.003095	0.002034	0.002807	0.001659	0.002158	0.000295	0.000781	0.000311	0.000662	0.000172	0.000144	0.000027	0.000004	0.000781	0.000293	0.000207	0.000072	0.000293	0.000280	0.000010	0.000314	0.000148	0.000033	0.000132	0.000049	0.000102	0.000304	0.000086	0.000053	0.000015	0.000142	0.000090	0.000022	0.000046	0.000054	0.000079	0.000103	0.000046	0.000230	0.000095	0.000031	0.000008	0.000022	0.000101	0.000007	0.000044	0.000009	0.000002	0.000026	0.000018	0.000028	0.000020	0.000008	0.000004	0.000009	0.000009	0.000002	0.000034	0.000003	0.000003	0.000003	0.000001	0	0.000001	0	0.000005	0.000001	0.000004	0.000009	0.000002	0.000001	0.000003	0.000000	0.000000	0	0.000000	0.000000	0	0	0	0	0	0	0	0	0	0	0	0
SchirmerM_2016_G88861	0.303961	0.098594	0.303427	0.086144	0.073290	0.035196	0.034854	0.000460	0.010693	0.005408	0.003119	0.004462	0.002325	0.013370	0.002955	0.002796	0.001594	0.006307	0.002883	0.000271	0.001516	0.000493	0.001380	0.000056	0.000014	0.000378	0.000129	0.000284	0.000044	0.000648	0.000369	0.000010	0.000434	0.000231	0.000068	0.000151	0.000044	0.000102	0.000136	0.000039	0.000022	0.000010	0.000128	0.000041	0.000008	0.000011	0.000049	0.000013	0.000256	0.000039	0.000144	0.000095	0.000052	0.000014	0.000011	0.000061	0.000189	0.000034	0.000008	0.000029	0.000029	0.000007	0.000010	0.000005	0.000010	0.000003	0.000005	0.000025	0.000002	0.000000	0.000010	0.000008	0.000008	0.000003	0	0	0.000000	0.000006	0.000000	0.000005	0.000004	0.000004	0.000000	0.000004	0.000000	0.000001	0	0.000000	0.000000	0.000003	0	0	0	0	0	0	0	0	0	0	0
SchirmerM_2016_G88862	0.326587	0.099013	0.314289	0.067324	0.085086	0.019655	0.035581	0.000505	0.013983	0.005293	0.003559	0.005298	0.002521	0.002831	0.004002	0.002152	0.003266	0.000561	0.001707	0.000256	0.001081	0.000285	0.000169	0.000078	0.000013	0.000473	0.000264	0.000400	0.000023	0.000246	0.000336	0.000012	0.000430	0.000192	0.000086	0.000231	0.000020	0.000080	0.000209	0.000039	0.000039	0.000048	0.000145	0.000087	0.000073	0.000018	0.000236	0.000046	0.000149	0.000061	0.000169	0.000148	0.000081	0.000064	0.000015	0.000067	0.000015	0.000060	0.000040	0.000007	0.000102	0.000005	0.000002	0.000028	0.000016	0.000000	0.000003	0.000015	0.000001	0.000018	0.000003	0.000041	0.000001	0.000011	0.000010	0	0.000001	0.000011	0.000001	0.000003	0.000002	0.000004	0.000002	0.000004	0.000002	0.000000	0.000000	0	0.000003	0.000000	0	0.000002	0	0	0	0	0	0	0	0	0
SchirmerM_2016_G88863	0.208725	0.312380	0.222223	0.067120	0.060149	0.033886	0.039775	0.002303	0.014538	0.005448	0.009301	0.005618	0.002952	0.001220	0.003087	0.001660	0.001118	0.001213	0.001250	0.000331	0.000746	0.000218	0.000132	0.000090	0.000273	0.000345	0.000199	0.000408	0.000027	0.000245	0.000235	0.000057	0.000272	0.000299	0.000101	0.000246	0.000073	0.000099	0.000120	0.000023	0.000031	0.000022	0.000100	0.000115	0.000055	0.000064	0.000055	0.000039	0.000108	0.000092	0.000170	0.000111	0.000071	0.000045	0.000020	0.000054	0.000015	0.000039	0.000050	0.000003	0.000070	0.000020	0.000008	0.000002	0.000014	0.000003	0.000038	0.000009	0.000008	0.000002	0.000006	0.000011	0.000001	0.000002	0.000005	0.000003	0	0.000006	0.000001	0.000000	0.000001	0.000001	0.000000	0.000009	0.000009	0.000000	0	0.000001	0.000003	0.000002	0	0.000000	0	0	0	0	0	0	0	0	0
SchirmerM_2016_G88864	0.310514	0.132107	0.238471	0.084866	0.077318	0.047874	0.042043	0.000718	0.021723	0.010388	0.005656	0.006967	0.002040	0.001768	0.004068	0.001689	0.000833	0.000337	0.001185	0.000756	0.001782	0.000568	0.000197	0.000057	0.000016	0.000424	0.000536	0.000611	0.000123	0.000349	0.000453	0.000072	0.000280	0.000101	0.000106	0.000331	0.000115	0.000111	0.000165	0.000113	0.000102	0.000013	0.000074	0.000137	0.000053	0.000038	0.000206	0.000076	0.000223	0.000182	0.000107	0.000104	0.000131	0.000074	0.000043	0.000061	0.000018	0.000090	0.000024	0.000028	0.000043	0.000025	0.000107	0.000013	0.000007	0.000013	0.000022	0.000042	0.000013	0.000008	0.000005	0.000021	0.000005	0.000003	0	0.000007	0.000013	0.000001	0.000001	0.000001	0.000004	0.000006	0.000002	0.000004	0.000008	0	0	0	0.000000	0.000005	0	0	0	0.000004	0	0	0	0	0	0	0
SchirmerM_2016_G88866	0.354829	0.161774	0.249161	0.051875	0.062756	0.034904	0.019812	0.013083	0.016178	0.004126	0.006170	0.004507	0.002278	0.002440	0.002252	0.001752	0.001210	0.000347	0.000559	0.000498	0.000926	0.001259	0.000224	0.000363	0.000081	0.000518	0.000298	0.000170	0.000015	0.000149	0.000374	0.000232	0.000627	0.000071	0.000069	0.000073	0.000054	0.000050	0.000963	0.000050	0.000026	0.000046	0.000336	0.000024	0.000345	0.000126	0.000033	0.000036	0.000095	0.000037	0.000482	0.000499	0.000029	0.000004	0.000003	0.000167	0.000004	0.000023	0.000011	0.000016	0.000080	0.000008	0.000001	0.000006	0	0.000003	0.000297	0.000010	0.000002	0.000037	0.000008	0.000003	0	0.000004	0	0	0.000002	0.000014	0.000001	0.000067	0.000001	0.000000	0.000001	0.000028	0.000002	0.000001	0	0	0.000001	0.000000	0	0.000002	0	0	0	0	0	0	0	0	0
SchirmerM_2016_G88867	0.304811	0.129518	0.276779	0.066332	0.083151	0.041007	0.023842	0.000862	0.037157	0.007339	0.005926	0.005147	0.001627	0.001560	0.002463	0.001335	0.001274	0.000234	0.001486	0.000345	0.001200	0.000298	0.000081	0.000043	0.000100	0.000444	0.000274	0.000366	0.000029	0.000547	0.000247	0.000021	0.000394	0.000326	0.000061	0.000195	0.000094	0.000221	0.000196	0.000044	0.000090	0.000035	0.000120	0.000075	0.000010	0.000026	0.000069	0.000127	0.000089	0.000079	0.000187	0.000129	0.000044	0.000017	0.000015	0.001115	0.000001	0.000036	0.000006	0.000008	0.000066	0.000041	0.000018	0.000010	0.000020	0.000008	0.000032	0.000013	0.000011	0.000010	0.000035	0.000007	0.000001	0.000001	0.000018	0.000001	0	0.000005	0	0.000001	0	0.000006	0	0.000005	0.000020	0.000002	0	0	0.000007	0	0	0.000002	0	0	0	0	0	0	0	0	0
SchirmerM_2016_G88869	0.212008	0.292146	0.144635	0.125453	0.084561	0.042440	0.033596	0.005428	0.021689	0.007392	0.004713	0.006039	0.002423	0.001890	0.003515	0.001248	0.001115	0.000679	0.001907	0.000148	0.001116	0.000142	0.000128	0.000194	0.000011	0.000445	0.000299	0.000521	0.000077	0.000381	0.000259	0.000122	0.000235	0.000445	0.000101	0.000379	0.000123	0.000070	0.000116	0.000047	0.000017	0.000063	0.000090	0.000108	0.000042	0.000073	0.000122	0.000086	0.000192	0.000146	0.000124	0.000098	0.000157	0.000041	0.000032	0.000078	0.000028	0.000026	0.000013	0.000018	0.000037	0.000009	0.000016	0.000004	0.000003	0.000003	0.000034	0.000015	0.000011	0.000005	0.000006	0.000012	0.000002	0.000009	0.000001	0.000001	0	0.000002	0.000003	0.000002	0.000008	0.000004	0.000007	0.000003	0.000002	0	0	0.000002	0.000011	0.000001	0	0	0	0	0	0	0	0	0	0	0
SchirmerM_2016_G88870	0.346966	0.126899	0.250347	0.104684	0.091063	0.021073	0.012096	0.000540	0.005546	0.004382	0.015416	0.004977	0.001489	0.001867	0.002541	0.002332	0.000984	0.000234	0.000840	0.000266	0.001006	0.000230	0.000094	0.000018	0.000012	0.000825	0.000167	0.000182	0.000014	0.000357	0.000165	0.000010	0.000375	0.000124	0.000019	0.000168	0.000022	0.000051	0.000258	0.000028	0.000021	0.000007	0.000113	0.000037	0.000016	0.000024	0.000103	0.000165	0.000037	0.000063	0.000181	0.000152	0.000014	0.000004	0.000005	0.000068	0.000001	0.000016	0.000003	0.000013	0.000031	0.000026	0.000021	0.000003	0.000029	0.000015	0.000007	0.000006	0.000001	0.000015	0.000006	0.000070	0.000001	0.000004	0.000000	0.000002	0.000003	0.000005	0.000001	0.000001	0.000011	0.000001	0	0.000009	0.000021	0	0	0	0	0	0	0.000000	0	0	0	0	0	0	0	0	0
